"code8","commonName","object","krugerCode","scientificName","genus","specEpith","subSp","class","order","family","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","det_invert","det_mamsBirds","det_reptAmph","det_fish","det_vertUnkn","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_mastSoft","det_mastHard","det_mastConifers","det_mastPods","det_mastSamaras","foraging_stratum","activity_cycle","freshwater","marine","terrestrial","aerial","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","TEE_kcal_d","logBodyMass"
"triaenopRufus","","","","Triaenops rufus","Triaenops","rufus","","mammal","Chiroptera","Hipposideridae",11.14,0.395,87.49,52.5,4980.829,NA,601.348,NA,726.326,105.908,NA,1.037,1.008,363.522,NA,64.404,NA,2224.909,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,0,0,0,1,1300,0,1300,1,"isolated islands",1,0,"Afrotropical",3,7.719019825,1.04688519083771
"triaenopPersicus","","","","Triaenops persicus","Triaenops","persicus","","mammal","Chiroptera","Hipposideridae",13.18,0.27,57,53,5335.491,NA,606.817,NA,728.891,106.459,NA,1.056,1.006,363.324,NA,69.643,NA,2292.284,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",2,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical, Indomalayan",3,8.731442617,1.11991541025799
"triaenopAfer","","","","Triaenops afer","Triaenops","afer","","mammal","Chiroptera","Hipposideridae",13.18,0.27,57,53,5583.609,NA,607.572,NA,728.187,106.59,NA,1.064,1.006,364.003,NA,70.749,NA,2314.088,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",2,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",2,8.731442617,1.11991541025799
"rhinolopDeckenii","","","","Rhinolophus deckenii","Rhinolophus","deckenii","","mammal","Chiroptera","Rhinolophidae",20.09,0.509,72.464,51.5,5568.379,NA,645.987,NA,759.701,106.403,NA,1.017,1.008,364.343,NA,69.086,NA,2389.627,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,0,"mainland",1,0,"Afrotropical",1,11.89197522,1.30297993674825
"rhinolopHipposid","","","","Rhinolophus hipposideros","Rhinolophus","hipposideros","","mammal","Chiroptera","Rhinolophidae",4.585,0.25,39.995,37.49,7738,447.26,473.63,471,501.87,71.255,NA,1,1,364.75,2.1,34.1,NA,2589.763,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,2000,0,2000,0,"mainland",1,0,"Afrotropical, Palearctic",5,4.027129564,0.66133934000604
"rhinolopMaendele","","","","Rhinolophus maendeleo","Rhinolophus","maendeleo","","mammal","Chiroptera","Rhinolophidae",6,0.268,60.968,NA,5946.925,NA,612.217,NA,729.67,100.904,NA,1.067,1.012,364.227,NA,62.906,NA,2339.604,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,1900,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,4.904639048,0.778151250383644
"rhinolopSwinnyi","","","","Rhinolophus swinnyi","Rhinolophus","swinnyi","","mammal","Chiroptera","Rhinolophidae",6.3,0.273,59.977,41.99,7300,NA,636.397,NA,754.901,91.24,NA,0.99,1,364.609,NA,63.661,NA,2498.328,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical",3,5.083194045,0.799340549453582
"rhinolopHillorum","","","","Rhinolophus hillorum","Rhinolophus","hillorum","","mammal","Chiroptera","Rhinolophidae",14.8,0.403,67.939,NA,6615.298,NA,666.539,NA,777.526,97.388,NA,1.04,1.003,364.852,NA,64.176,NA,2583.302,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,9.505715483,1.17026171539496
"rhinolopMaclaudi","","","","Rhinolophus maclaudi","Rhinolophus","maclaudi","","mammal","Chiroptera","Rhinolophidae",35.84,0.617,78.358,63.03,6182.014,NA,644.787,NA,766.943,105.244,NA,0.98,1.037,364.39,NA,73.784,NA,2457.202,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,0,"mainland",0,0,"Afrotropical",2,18.17591604,1.55436800099009
"rhinolopDenti","","","","Rhinolophus denti","Rhinolophus","denti","","mammal","Chiroptera","Rhinolophidae",6.15,0.291,60.334,40,7300,NA,617.697,NA,740.114,102.042,NA,1,1,364.412,NA,67.489,NA,2449.059,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",0,0,"Afrotropical",2,4.994207383,0.788875115775417
"rhinolopZiama","","","","Rhinolophus ziama","Rhinolophus","ziama","","mammal","Chiroptera","Rhinolophidae",22.3,0.496,70.692,NA,5730.765,NA,643.261,NA,756.886,100.731,NA,1.019,1.007,364.499,NA,66.297,NA,2401.859,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,600,NA,NA,"mainland",NA,NA,"Afrotropical",1,12.83726877,1.34830486304816
"rhinolopSimulato","","","","Rhinolophus simulator","Rhinolophus","simulator","","mammal","Chiroptera","Rhinolophidae",8.13,0.287,60.363,44.49,6438.254,NA,644.01,NA,754.152,91.24,NA,0.99,1.005,364.752,NA,61.765,NA,2477.495,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,NA,"mainland",NA,NA,"Afrotropical",2,6.127810986,0.910090545594068
"rhinolopClivosus","","","","Rhinolophus clivosus","Rhinolophus","clivosus","","mammal","Chiroptera","Rhinolophidae",15.66,0.242,64.41,NA,6371.402,NA,653.71,NA,764.245,97.033,NA,1.053,1.003,364.627,NA,64.015,NA,2509.715,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,NA,"mainland",NA,NA,"Afrotropical",4,9.907472584,1.19479175772192
"rhinolopDarlingi","","","","Rhinolophus darlingi","Rhinolophus","darlingi","","mammal","Chiroptera","Rhinolophidae",8.94,0.323,66.76,47.5,5238.983,NA,593.009,NA,722.829,104.193,NA,1.96,1.018,362.853,NA,61.213,NA,2270.585,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical",2,6.569544633,0.951337518795918
"rhinolopDarlingi","","","","Rhinolophus darlingi","Rhinolophus","darlingi","","mammal","Chiroptera","Rhinolophidae",8.94,0.323,66.76,47.5,5238.983,NA,593.009,NA,722.829,104.193,NA,1.96,1.018,362.853,NA,61.213,NA,2270.585,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical",2,6.569544633,0.951337518795918
"rhinolopDarlingi","","","","Rhinolophus darlingi","Rhinolophus","darlingi","","mammal","Chiroptera","Rhinolophidae",8.94,0.323,66.76,47.5,5238.983,NA,593.009,NA,722.829,104.193,NA,1.96,1.018,362.853,NA,61.213,NA,2270.585,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical",2,6.569544633,0.951337518795918
"rhinolopEloquens","","","","Rhinolophus eloquens","Rhinolophus","eloquens","","mammal","Chiroptera","Rhinolophidae",16.12,0.404,67.904,57,6383.986,NA,672.822,NA,786.704,92.54,NA,0.99,1,364.42,NA,60.41,NA,2586.274,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,NA,"mainland",NA,NA,"Afrotropical",2,10.11993763,1.20736503746907
"rhinolopLanderi","","","","Rhinolophus landeri","Rhinolophus","landeri","","mammal","Chiroptera","Rhinolophidae",9.39,0.276,59.712,41.99,5774.632,NA,631.342,NA,743.542,119.61,NA,0.99,1.005,364.456,NA,60.41,NA,2421.963,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,2000,0,2000,0,"mainland",1,0,"Afrotropical",4,6.810305789,0.972665592266111
"epomopsDobsonii","","","","Epomops dobsonii","Epomops","dobsonii","","mammal","Chiroptera","Pteropodidae",122.08,2.583,152.056,84.49,5144.87,NA,492.641,NA,619.084,149.834,NA,1.008,1.836,264.404,NA,112.021,NA,2008.713,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,1890,NA,NA,0,"mainland",0,0,"Afrotropical",1,44.62741887,2.08664452061081
"epomopsFranquet","","","","Epomops franqueti","Epomops","franqueti","","mammal","Chiroptera","Pteropodidae",118.99,2.213,135.03,89.44,1152.792,NA,290.824,NA,399.565,161.77,NA,1,2,248.024,20,114.004,70,1419.15,NA,NA,0,2,NA,1.5,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,NA,NA,0,"mainland",1,0,"Afrotropical",1,43.79672329,2.07551046452441
"epomopsBuettiko","","","","Epomops buettikoferi","Epomops","buettikoferi","","mammal","Chiroptera","Pteropodidae",135.67,2.539,180,90.16,790.833,275.89,275.89,NA,365,139.92,NA,0.98,2,240.844,23.23,55.65,47.26,1330.732,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,1200,0,1200,0,"mainland",0,0,"Afrotropical",2,48.21669021,2.13248382500056
"microptePusillus","","","","Micropteropus pusillus","Micropteropus","pusillus","","mammal","Chiroptera","Pteropodidae",25.38,0.82,90.69,51.98,1669.875,202.08,202.08,NA,349.79,161.77,NA,0.99,2,236.209,NA,55.18,20,1241.372,NA,NA,0,2,NA,1.5,0,0,0,0,0,0,90,10,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,14.11405829,1.40449161775869
"micropteIntermed","","","","Micropteropus intermedius","Micropteropus","intermedius","","mammal","Chiroptera","Pteropodidae",32.01,1.44,109.674,60.59,4899.248,NA,494.563,NA,632.71,148.256,NA,1.002,1.83,265.397,NA,118.468,NA,2015.763,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,NA,NA,0,"mainland",0,0,"Afrotropical",2,16.73107595,1.50528567414413
"epomophoMinimus","","","","Epomophorus minimus","Epomophorus","minimus","","mammal","Chiroptera","Pteropodidae",68.15,2.088,133.611,NA,5230.128,NA,497.536,NA,635.613,150.654,NA,1.006,1.826,265.885,NA,128.812,NA,2020.36,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,29.11033001,1.83346586017069
"epomophoAnselli","","","","Epomophorus anselli","Epomophorus","anselli","","mammal","Chiroptera","Pteropodidae",65.6,2.186,136.567,NA,5330.486,NA,513.437,NA,651.535,151.269,NA,1.005,1.796,267.672,NA,127.874,NA,2060.733,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,28.30797634,1.81690383937566
"epomophoWahlberg","","","","Epomophorus wahlbergi","Epomophorus","wahlbergi","","mammal","Chiroptera","Pteropodidae",86.795,1.961,131.69,80.66,3686.5,243.52,243.52,NA,399.95,156.43,NA,1,2,277.084,NA,668.8,NA,1761.976,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,2000,0,2000,0,"mainland",1,0,"Afrotropical",2,34.75543841,1.93849470749269
"epomophoLabiatus","","","","Epomophorus labiatus","Epomophorus","labiatus","","mammal","Chiroptera","Pteropodidae",69.65,1.589,94.33,73.23,5594.036,NA,516.483,NA,656.55,156.43,NA,0.99,2,269.438,11,151.901,NA,2081.61,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,2200,0,2200,0,"mainland",1,0,"Afrotropical",1,29.57855063,1.84292112075998
"epomophoCrypturu","","","","Epomophorus crypturus","Epomophorus","crypturus","","mammal","Chiroptera","Pteropodidae",87.52,3.372,159.41,80.49,10220,NA,672.017,NA,813.407,150,NA,1,1.5,287.227,10,60.41,NA,2533.681,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,2185,500,1685,0,"mainland",1,0,"Afrotropical",1,34.96797208,1.94210730898936
"epomophoGambianu","","","","Epomophorus gambianus","Epomophorus","gambianus","","mammal","Chiroptera","Pteropodidae",80,4.328,159.41,85.27,10220,NA,664.291,NA,805.705,150,NA,1,1.5,287.736,9.98,59.99,NA,2535.058,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,32.73969668,1.90308998699194
"epomophoMinor","","","","Epomophorus minor","Epomophorus","minor","","mammal","Chiroptera","Pteropodidae",57.205,1.589,94.33,65.21,5409.812,NA,487.935,NA,624.071,156.43,NA,0.99,2,266.866,11,149.514,NA,2039.766,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,1950,0,1950,NA,"mainland",NA,NA,"Afrotropical",1,25.60491693,1.75743398993827
"epomophoGrandis","","","","Epomophorus grandis","Epomophorus","grandis","","mammal","Chiroptera","Pteropodidae",49.42,2.948,192.98,63.56,5151.957,NA,528.979,NA,678.356,152.406,NA,1.006,1.766,268.596,NA,126.633,NA,2083.057,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,23.00177331,1.69390274106606
"epomophoAngolens","","","","Epomophorus angolensis","Epomophorus","angolensis","","mammal","Chiroptera","Pteropodidae",88.75,2.731,151.688,86.5,5743.192,NA,607.486,NA,757.875,152.767,NA,1,1.727,273.246,NA,118.381,NA,2231.575,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,NA,NA,0,"mainland",1,0,"Afrotropical",1,35.32747456,1.94816836172713
"myonycteLeptodon","","","","Myonycteris leptodon","Myonycteris","leptodon","","mammal","Chiroptera","Pteropodidae",37,1.159,132.2,60.94,10950,730.5,730.5,730.5,882.7,152.2,NA,1,2,288.794,11,108.874,NA,2586.738,NA,NA,0,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,800,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,18.60523002,1.56820172406699
"myonycteRelicta","","","","Myonycteris relicta","Myonycteris","relicta","","mammal","Chiroptera","Pteropodidae",53.32,1.459,120.738,69.68,4960.582,NA,479.113,NA,608.983,141.225,NA,1.009,1.855,261.959,NA,95.926,NA,1941.426,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,NA,NA,0,"mainland",1,0,"Afrotropical",1,24.31855603,1.72689014074182
"myonycteBrachyce","","","","Myonycteris brachycephala","Myonycteris","brachycephala","","mammal","Chiroptera","Pteropodidae",35.81,1.211,108.999,63.01,5080.243,NA,524.506,NA,669.5,144.288,NA,1.003,1.858,264.855,NA,92.062,NA,2044.147,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,1200,300,900,1,"isolated islands",0,0,"Afrotropical",1,18.1647643,1.5540043210119
"myonycteTorquata","","","","Myonycteris torquata","Myonycteris","torquata","","mammal","Chiroptera","Pteropodidae",37,1.159,132.2,60.94,10950,730.5,730.5,730.5,882.7,152.2,NA,1,2,288.794,11,108.874,NA,2586.738,NA,NA,0,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,800,NA,NA,0,"mainland",1,0,"Afrotropical",1,18.60523002,1.56820172406699
"rousettuAegyptia","","","","Rousettus aegyptiacus","Rousettus","aegyptiacus","","mammal","Chiroptera","Pteropodidae",134,2.6,172.185,93.2,8358.5,315.68,365,365,365,116,NA,1.035,2,260.282,21.06,122,73.8,1825,NA,NA,0,2,NA,NA,0,0,0,0,0,0,60,40,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,4000,NA,NA,0,"mainland",1,0,"Afrotropical, Palearctic",7,47.78098591,2.12710479836481
"rousettuMadagasc","","","","Rousettus madagascariensis","Rousettus","madagascariensis","","mammal","Chiroptera","Pteropodidae",65.72,1.624,137.495,70.91,5520.035,365.25,365.25,365.25,489.57,124.32,NA,1.11,1,348.576,NA,56,NA,1825,NA,NA,0,2,NA,NA,0,0,0,0,0,0,60,40,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,950,0,950,1,"isolated islands",1,0,"Afrotropical",3,28.34591875,1.81769755476302
"rousettuAegyptia","","","","Rousettus aegyptiacus","Rousettus","aegyptiacus","","mammal","Chiroptera","Pteropodidae",134,2.6,172.185,93.2,8358.5,315.68,365,365,365,116,NA,1.035,2,260.282,21.06,122,73.8,1825,NA,NA,0,2,NA,NA,0,0,0,0,0,0,60,40,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,4000,NA,NA,0,"mainland",1,0,"Afrotropical, Palearctic",7,47.78098591,2.12710479836481
"rousettuOblivios","","","","Rousettus obliviosus","Rousettus","obliviosus","","mammal","Chiroptera","Pteropodidae",45.32,1.261,108.571,72.5,4915.225,NA,562.644,NA,707.633,135.902,NA,0.98,1.727,268.12,NA,85.513,NA,2037.652,NA,NA,0,2,NA,NA,0,0,0,0,0,0,60,40,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,1800,10,1790,1,"isolated islands",0,0,"Afrotropical",2,21.5871281,1.65628990119136
"pteropusSubniger","","","","Pteropus subniger","Pteropus","subniger","","mammal","Chiroptera","Pteropodidae",127.15,3.808,153.83,98.07,4215.055,NA,573.586,NA,724.254,156.87,NA,1.003,1.665,272.789,NA,136.715,NA,2201.168,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,1600,1200,400,NA,"isolated islands",NA,NA,"Afrotropical",1,45.97835864,2.10431636451173
"pteropusSeychell","","","","Pteropus seychellensis","Pteropus","seychellensis","","mammal","Chiroptera","Pteropodidae",492.2,7.115,265,153.17,3613.5,NA,637.156,NA,784.709,156.43,NA,1,1,360.952,NA,145.433,NA,2536.346,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,0,NA,NA,"mainland",NA,NA,"Afrotropical",1,123.9854109,2.69214160936678
"pteropusSeychell","","","","Pteropus seychellensis","Pteropus","seychellensis","","mammal","Chiroptera","Pteropodidae",492.2,7.115,265,153.17,3613.5,NA,637.156,NA,784.709,156.43,NA,1,1,360.952,NA,145.433,NA,2536.346,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,NA,0,NA,NA,"mainland",NA,NA,"Afrotropical",1,123.9854109,2.69214160936678
"pteropusLivingst","","","","Pteropus livingstonii","Pteropus","livingstonii","","mammal","Chiroptera","Pteropodidae",715.385,9.182,340,172.95,5475,NA,661.891,NA,809.666,152.08,NA,1,1.26,325.878,137.43,151.22,NA,2956.5,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,1200,40,1160,NA,"isolated islands",NA,NA,"Afrotropical",1,163.0768227,2.85453982973869
"pteropusVoeltzko","","","","Pteropus voeltzkowi","Pteropus","voeltzkowi","","mammal","Chiroptera","Pteropodidae",542.4,7.233,265,156,3735.167,NA,667.025,NA,802.709,152.08,NA,1,1,361.278,NA,143.2,NA,2642.078,NA,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,0,1,45,0,45,NA,"isolated islands",NA,NA,"Afrotropical",1,133.1321342,2.73431968085901
"hippopotAmphibiu","hippopotamus","","hp","Hippopotamus amphibius","Hippopotamus","amphibius","","mammal","Artiodactyla","Hippopotamidae",2640000,630.667,5050,NA,22338,2030,1654.5,1279,1460,234.685,NA,1,0.61,629.339,40000,334.37,237500,3650,80.758,4.762,0,1,NA,NA,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",1,1,1,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",5,67095.51921,6.42160392686983
"hippopotLemerlei","","","","Hippopotamus lemerlei","Hippopotamus","lemerlei","","mammal","Artiodactyla","Hippopotamidae",500034.5,561.35,3075.021,NA,13925.066,NA,1226.718,NA,1385.224,313.641,NA,1.123,0.656,587.926,NA,267.533,NA,4249.282,32.341,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graze",2,1,0,1,0,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",NA,19819.70006,5.69899996962148
"hippopotMadagasc","","","","Hippopotamus madagascariensis","Hippopotamus","madagascariensis","","mammal","Artiodactyla","Hippopotamidae",500034.5,561.891,3080.275,NA,13945.385,NA,1224.028,NA,1384.198,314.651,NA,1.123,0.655,589.41,NA,267.701,NA,4247.661,32.341,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graze",2,1,0,1,0,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",NA,19819.70006,5.69899996962148
"balaenopMusculus","","","","Balaenoptera musculus","Balaenoptera","musculus","","mammal","Artiodactyla","Balaenopteridae",1.49e+08,6729.25,30490,NA,40150,1959.8,1959.8,2739.75,2165.485,326.97,NA,1,0.41,867.031,2250000,212.36,1.7e+07,11315,NA,NA,0,1,NA,1.25,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,1289520.397,8.17318626841227
"balaenopEdeni","","","","Balaenoptera edeni","Balaenoptera","edeni","","mammal","Artiodactyla","Balaenopteridae",2e+07,5421.725,14423.085,NA,26280,1886.85,3104,3104,3483.73,376,NA,1,0.5,895.929,725930.49,273.924,NA,10042.448,NA,NA,0,1,NA,6,50,0,0,50,0,0,0,0,0,0,NA,NA,NA,NA,NA,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,295954.4564,7.30102999566398
"balaenopBorealis","","","","Balaenoptera borealis","Balaenoptera","borealis","","mammal","Artiodactyla","Balaenopteridae",2e+07,4900,19191.08,NA,27010,3274.59,3274.59,3652,3991.79,345.985,NA,1.01,0.45,729.5,650000,230.096,NA,8504.5,NA,NA,0,1,NA,4.25,60,0,0,40,0,0,0,0,0,0,NA,NA,NA,NA,NA,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Nearctic, Neotropical, Oceanian, Palearctic",2,295954.4564,7.30102999566398
"balaenopMusculus","","","","Balaenoptera musculus","Balaenoptera","musculus","","mammal","Artiodactyla","Balaenopteridae",1.49e+08,6729.25,30490,NA,40150,1959.8,1959.8,2739.75,2165.485,326.97,NA,1,0.41,867.031,2250000,212.36,1.7e+07,11315,NA,NA,0,1,NA,1.25,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,1289520.397,8.17318626841227
"balaenopPhysalus","","","","Balaenoptera physalus","Balaenoptera","physalus","","mammal","Artiodactyla","Balaenopteridae",38800000,7111.43,17920.53,NA,42340,2666.41,2311.418,2253.5,3041.18,342,NA,1,0.4,693.025,1580000,216.917,6400000,9490,NA,NA,0,1,NA,NA,70,0,0,30,0,0,0,0,0,0,NA,NA,NA,NA,NA,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,481010.7381,7.58883172559421
"balaenopAcutoros","","","","Balaenoptera acutorostrata","Balaenoptera","acutorostrata","","mammal","Artiodactyla","Balaenopteridae",7500000,3368.136,7864.655,NA,18250,2680.62,2740,2740,3048.08,306.613,NA,1,1,469.608,320000,167.34,NA,8030,NA,NA,0,1,NA,2,70,0,0,30,0,0,0,0,0,0,NA,NA,NA,NA,NA,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,144222.2943,6.8750612633917
"balaenopAcutoros","","","","Balaenoptera acutorostrata","Balaenoptera","acutorostrata","","mammal","Artiodactyla","Balaenopteridae",7500000,3368.136,7864.655,NA,18250,2680.62,2740,2740,3048.08,306.613,NA,1,1,469.608,320000,167.34,NA,8030,NA,NA,0,1,NA,2,70,0,0,30,0,0,0,0,0,0,NA,NA,NA,NA,NA,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,144222.2943,6.8750612633917
