"code8","commonName","object","krugerCode","scientificName","genus","specEpith","subSp","class","order","family","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","det_invert","det_mamsBirds","det_reptAmph","det_fish","det_vertUnkn","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_mastSoft","det_mastHard","det_mastConifers","det_mastPods","det_mastSamaras","foraging_stratum","activity_cycle","freshwater","marine","terrestrial","aerial","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","TEE_kcal_d","logBodyMass"
"pipistreRaceyi","","","","Pipistrellus raceyi","Pipistrellus","raceyi","","mammal","Chiroptera","Vespertilionidae",5.8,1.592,82.144,NA,4071.18,NA,377.379,NA,434.274,96.683,NA,1.537,1.049,360.411,NA,60.77,NA,1745.905,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,75,16,59,NA,"isolated islands",NA,NA,"Afrotropical",1,4.784277661,0.763427993562937
"pipistreCrassulu","","","","Pipistrellus crassulus","Pipistrellus","crassulus","","mammal","Chiroptera","Vespertilionidae",6.09,0.132,55.298,28.49,1066.422,NA,265.682,NA,361.103,89.246,NA,1.804,1.072,357.575,NA,43.511,NA,1432.906,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,NA,"mainland",NA,NA,"Afrotropical",1,4.958450862,0.784617292632875
"pipistreAero","","","","Pipistrellus aero","Pipistrellus","aero","","mammal","Chiroptera","Vespertilionidae",5.14,0.153,53.698,32,3201.42,NA,332.025,NA,383.665,69.721,NA,1.595,1.047,363.102,NA,47.413,NA,1664.724,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,4.378898412,0.710963118995276
"pipistreInexspec","","","","Pipistrellus inexspectatus","Pipistrellus","inexspectatus","","mammal","Chiroptera","Vespertilionidae",4.91,0.144,53.28,31.5,3017.31,NA,312.936,NA,379.429,72.58,NA,1.666,1.06,361.93,NA,49.609,NA,1638.881,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,0,"mainland",0,0,"Afrotropical",2,4.23441701,0.691081492122968
"hypsugoMuscicul","","","","Hypsugo musciculus","Hypsugo","musciculus","","mammal","Chiroptera","Vespertilionidae",1.99,0.138,59.51,23,2063.404,NA,261.191,NA,345.248,75.757,NA,1.938,1.301,345.209,NA,43.585,NA,1369.384,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,2.184386177,0.298853076409707
"hypsugoAriel","","","","Hypsugo ariel","Hypsugo","ariel","","mammal","Chiroptera","Vespertilionidae",3.4,0.14,59.169,29.745,1067.906,NA,208.84,NA,313.241,74.715,NA,2,1.5,312.363,NA,44.035,NA,1325.569,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical, Palearctic",3,3.234602354,0.531478917042255
"hypsugoEisentra","","","","Hypsugo eisentrauti","Hypsugo","eisentrauti","","mammal","Chiroptera","Vespertilionidae",6.11,0.22,63.485,32.99,3996.033,NA,365.388,NA,430.031,100.154,NA,1.524,1.031,362.093,NA,46.307,NA,1800.932,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,4.970380113,0.786041210242554
"neoromicMatroka","","","","Neoromicia matroka","Neoromicia","matroka","","mammal","Chiroptera","Vespertilionidae",6.57,0.689,86.245,32.49,3190.203,NA,376.399,NA,453.115,116.762,NA,1.22,1.057,359.752,NA,55.241,NA,1697.764,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,1300,970,330,1,"isolated islands",1,0,"Afrotropical",2,5.241959478,0.817565369559781
"neoromicGuineens","","","","Neoromicia guineensis","Neoromicia","guineensis","","mammal","Chiroptera","Vespertilionidae",3.5,0.146,65.695,28,1140.439,NA,249.426,NA,338.887,85.216,NA,1.884,1.278,343.005,NA,46.486,NA,1384.275,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,3.304056534,0.544068044350276
"neoromicRendalli","","","","Neoromicia rendalli","Neoromicia","rendalli","","mammal","Chiroptera","Vespertilionidae",6.42,0.243,63.826,34.5,3553.066,NA,356.529,NA,425.97,94.017,NA,1.658,1.035,361.551,NA,46.126,NA,1795.775,NA,NA,1,2,NA,1,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,NA,"mainland",NA,NA,"Afrotropical",1,5.153976358,0.807535028068853
"neoromicMalagasy","","","","Neoromicia malagasyensis","Neoromicia","malagasyensis","","mammal","Chiroptera","Vespertilionidae",6.5,0.296,84.995,28.94,1600.376,NA,313.636,NA,381.862,89.924,NA,2,1.082,357.09,NA,45.215,NA,1437.078,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,700,450,250,NA,"isolated islands",NA,NA,"Afrotropical",1,5.200968208,0.812913356642856
"neoromicZuluensi","","","","Neoromicia zuluensis","Neoromicia","zuluensis","","mammal","Chiroptera","Vespertilionidae",4.14,0.197,85,NA,1478.069,NA,305.869,NA,370.033,95.442,NA,1.769,1.102,358.308,NA,45.438,NA,1456.046,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,NA,"mainland",NA,NA,"Afrotropical",1,3.736797382,0.617000341120899
"neoromicTenuipin","","","","Neoromicia tenuipinnis","Neoromicia","tenuipinnis","","mammal","Chiroptera","Vespertilionidae",5.35,0.323,37,30.96,2632.078,NA,314.189,NA,386.34,95.176,NA,1.504,1.035,360.827,NA,52.353,NA,1655.538,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,3200,0,3200,NA,"mainland",NA,NA,"Afrotropical",2,4.509314093,0.728353782021228
"neoromicRosevear","","","","Neoromicia roseveari","Neoromicia","roseveari","","mammal","Chiroptera","Vespertilionidae",6.91,0.267,67.004,35.49,3868.454,NA,365.193,NA,430.612,91.558,NA,1.642,1.03,361.416,NA,46.046,NA,1825.278,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1,5.439430861,0.839478047374198
"neoromicMelckoru","","","","Neoromicia melckorum","Neoromicia","melckorum","","mammal","Chiroptera","Vespertilionidae",7.2,0.709,74.448,35.99,3886.464,NA,388.008,NA,458.673,93.439,NA,1.98,1.019,361.895,NA,53.965,NA,1853.335,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,5.605817908,0.857332496431269
"neoromicFlavesce","","","","Neoromicia flavescens","Neoromicia","flavescens","","mammal","Chiroptera","Vespertilionidae",10.5,0.19,67.101,NA,1661.035,NA,308.242,NA,374.737,87.391,NA,1.799,1.052,359.833,NA,44.216,NA,1459.294,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,7.391449895,1.02118929906994
"neoromicHelios","","","","Neoromicia helios","Neoromicia","helios","","mammal","Chiroptera","Vespertilionidae",3.56,0.136,61.098,NA,1700.668,NA,265.808,NA,351.947,86.682,NA,1.828,1.248,344.925,NA,47.095,NA,1466.87,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",NA,3.345474343,0.551449997972875
"neoromicCapensis","","","","Neoromicia capensis","Neoromicia","capensis","","mammal","Chiroptera","Vespertilionidae",5.96,0.24,67.273,31.54,1990.614,NA,303.168,NA,376.474,83.922,NA,1.96,1.075,357.145,2,46.206,NA,1518.85,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,NA,"mainland",NA,NA,"Afrotropical",2,4.880653585,0.775246259740236
"laephotiNamibens","","","","Laephotis namibensis","Laephotis","namibensis","","mammal","Chiroptera","Vespertilionidae",8.72,0.194,68.077,38.49,2308.857,NA,322.434,NA,389.833,89.721,NA,1.781,1.048,359.27,NA,44.436,NA,1566.912,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",0,0,"Afrotropical",2,6.450665644,0.940516484932567
"laephotiAngolens","","","","Laephotis angolensis","Laephotis","angolensis","","mammal","Chiroptera","Vespertilionidae",6.11,0.239,71.82,34,2938.647,NA,338.963,NA,398.234,90.297,NA,1.749,1.039,360.091,NA,45.539,NA,1671.416,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,4.970380113,0.786041210242554
"laephotiBotswana","","","","Laephotis botswanae","Laephotis","botswanae","","mammal","Chiroptera","Vespertilionidae",7.28,0.179,64.63,35.99,2035.565,NA,305.103,NA,377.439,87.741,NA,1.823,1.059,358.652,NA,44.843,NA,1531.723,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",0,0,"Afrotropical",2,5.651400529,0.862131379313037
"laephotiWintoni","","","","Laephotis wintoni","Laephotis","wintoni","","mammal","Chiroptera","Vespertilionidae",6.1,0.168,64.598,38.49,1532.134,NA,280.966,NA,358.649,84.585,NA,1.864,1.067,357.122,NA,42.618,NA,1412.468,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical",3,4.964416794,0.785329835010767
"myotisAnjouane","","","","Myotis anjouanensis","Myotis","anjouanensis","","mammal","Chiroptera","Vespertilionidae",5.56,0.318,97.5,NA,6004.005,NA,381.743,NA,457.534,86.023,NA,1.125,1.009,363.902,NA,51.742,NA,1926.918,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",NA,4.638369206,0.745074791582057
"myotisDieteri","","","","Myotis dieteri","Myotis","dieteri","","mammal","Chiroptera","Vespertilionidae",7.5,0.206,58.391,NA,6811.094,NA,390.844,NA,467.483,71.703,NA,1.065,1.005,364.786,NA,47.843,NA,2047.568,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,5.776069364,0.8750612633917
"myotisMorrisi","","","","Myotis morrisi","Myotis","morrisi","","mammal","Chiroptera","Vespertilionidae",14.09,0.331,74.427,45.5,6875.788,NA,432.392,NA,514.586,76.54,NA,1.073,1.002,364.533,NA,49.896,NA,2037.092,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,9.169314456,1.14891099310936
"kerivoulLanosa","","","","Kerivoula lanosa","Kerivoula","lanosa","","mammal","Chiroptera","Vespertilionidae",6.66,0.284,62.999,30,7090.974,NA,488.099,NA,593.783,70,NA,1,1.003,364.198,NA,54.587,NA,2253.142,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"S",1,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical",2,5.294491587,0.823474229170301
"kerivoulCuprosa","","","","Kerivoula cuprosa","Kerivoula","cuprosa","","mammal","Chiroptera","Vespertilionidae",5.61,0.289,65.961,32.99,6974.54,NA,551.033,NA,657.169,91.229,NA,0.98,1.026,364.412,NA,63.645,NA,2288.041,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,600,NA,NA,0,"mainland",0,0,"Afrotropical",1,4.66890332,0.748962861256161
"kerivoulEriophor","","","","Kerivoula eriophora","Kerivoula","eriophora","","mammal","Chiroptera","Vespertilionidae",3.5,0.225,60.429,28,5892.602,NA,368.305,NA,429.077,83.108,NA,1.187,1.055,364.417,NA,53.904,NA,1858.021,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",NA,3.304056534,0.544068044350276
"kerivoulArgentat","","","","Kerivoula argentata","Kerivoula","argentata","","mammal","Chiroptera","Vespertilionidae",10.11,0.27,69.816,36.5,6696.355,NA,441.31,NA,522.568,87.197,NA,1.115,1.005,364.332,NA,52.697,NA,2043.531,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",0,0,"Afrotropical",1,7.189225763,1.004751155591
"kerivoulSmithii","","","","Kerivoula smithii","Kerivoula","smithii","","mammal","Chiroptera","Vespertilionidae",5.86,0.276,62.397,33.5,7003.13,NA,534.457,NA,642.02,88.479,NA,0.98,1.028,364.549,NA,62.39,NA,2248.51,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,2800,900,1900,0,"mainland",1,0,"Afrotropical",1,4.820500839,0.767897616018091
"kerivoulPhalaena","","","","Kerivoula phalaena","Kerivoula","phalaena","","mammal","Chiroptera","Vespertilionidae",3.03,0.116,61.8,28,2778.476,NA,257.648,NA,341.919,84.772,NA,1.313,1.492,328.552,NA,47.86,NA,1368.962,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",0,0,"Afrotropical",1,2.972687811,0.481442628502305
"kerivoulAfricana","","","","Kerivoula africana","Kerivoula","africana","","mammal","Chiroptera","Vespertilionidae",3.5,0.231,61.074,28,5896.418,NA,369.767,NA,431.749,84.079,NA,1.176,1.056,364.446,NA,55.773,NA,1874.844,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,3.304056534,0.544068044350276
"myotisWelwitsc","","","","Myotis welwitschii","Myotis","welwitschii","","mammal","Chiroptera","Vespertilionidae",15.88,0.417,72.062,57.83,7622.139,NA,444.287,NA,532.178,76.348,NA,1.033,1,364.498,NA,49.004,NA,2160.193,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical",4,10.00929133,1.20085049809108
"myotisBocagii","","","","Myotis bocagii","Myotis","bocagii","","mammal","Chiroptera","Vespertilionidae",7.93,0.21,58.932,38,7141.368,NA,477.565,NA,575.62,76.635,NA,0.99,1.004,364.533,NA,56.645,NA,2185.195,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical",2,6.016962696,0.899273187317604
"myotisScotti","","","","Myotis scotti","Myotis","scotti","","mammal","Chiroptera","Vespertilionidae",8.72,0.236,61.45,38.49,6987.701,NA,437.914,NA,524.449,76.399,NA,1.061,1.004,364.604,NA,50.238,NA,2075.974,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,2500,1300,1200,0,"mainland",1,0,"Afrotropical",1,6.450665644,0.940516484932567
"myotisGoudoti","","","","Myotis goudoti","Myotis","goudoti","","mammal","Chiroptera","Vespertilionidae",5.56,0.313,97.5,39.48,5989.763,NA,374.818,NA,445.779,83.897,NA,1.14,1.011,363.817,NA,50.273,NA,1899.034,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,1200,0,1200,1,"isolated islands",1,0,"Afrotropical",4,4.638369206,0.745074791582057
"taphozouPerforat","","","","Taphozous perforatus","Taphozous","perforatus","","mammal","Chiroptera","Emballonuridae",24.215,0.518,79.24,62,4902.812,478.368,347.935,608.8,445.935,98,NA,1,1,357.213,8.91,47.005,NA,1722.941,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",2,0,0,0,1,200,0,200,0,"mainland",1,0,"Afrotropical, Indomalayan, Palearctic",2,13.63626745,1.38408447338256
"taphozouHamilton","","","","Taphozous hamiltoni","Taphozous","hamiltoni","","mammal","Chiroptera","Emballonuridae",39.15,0.653,90.969,65,5099.058,NA,347.964,NA,417.037,93.152,NA,1.019,1.271,333.704,NA,55.325,NA,1772.337,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",2,0,0,0,1,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,19.39157622,1.59273176639396
"taphozouNudivent","","","","Taphozous nudiventris","Taphozous","nudiventris","","mammal","Chiroptera","Emballonuridae",32.49,0.678,85.99,76.15,5080.363,421.91,347.935,608.8,371.08,99.055,NA,1,1,357.208,8.91,47.005,NA,1722.414,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",2,0,0,0,1,NA,0,NA,0,"mainland",0,0,"Afrotropical, Palearctic",8,16.91458565,1.51174971134498
"taphozouMauritia","","","","Taphozous mauritianus","Taphozous","mauritianus","","mammal","Chiroptera","Emballonuridae",27.97,0.55,87.495,61.74,4963.198,NA,339.359,NA,409.468,51.885,NA,1,1.5,276.335,NA,54.318,NA,1682.602,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",2,0,0,0,1,900,0,900,0,"mainland",1,0,"Afrotropical",5,15.1558713,1.44669246637153
"taphozouHildegar","","","","Taphozous hildegardeae","Taphozous","hildegardeae","","mammal","Chiroptera","Emballonuridae",29.37,0.542,81.638,66.5,5528.793,NA,360.161,NA,458.601,99.106,NA,1,1,359.49,NA,52.965,NA,1857.303,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",2,0,0,0,1,NA,NA,NA,0,"mainland",0,0,"Afrotropical",2,15.70821375,1.4679039465228
"laviaFrons","","","","Lavia frons","Lavia","frons","","mammal","Chiroptera","Megadermatidae",28,0.644,74.995,56,5074.986,NA,583.039,NA,708.732,91.32,NA,1,1,361.856,NA,55,NA,2138.46,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"S",2,0,0,0,1,2000,0,2000,0,"mainland",1,0,"Afrotropical",2,15.1677835,1.44715803134222
"rhinopomMacinnes","","","","Rhinopoma macinnesi","Rhinopoma","macinnesi","","mammal","Chiroptera","Rhinopomatidae",8.6,0.288,64.773,NA,4863.072,NA,600.548,NA,692.493,107.545,NA,1.023,1.01,363.844,NA,50.382,NA,2110.583,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,6.38548538,0.934498451243568
"hipposidMarisae","","","","Hipposideros marisae","Hipposideros","marisae","","mammal","Chiroptera","Hipposideridae",10.09,0.459,69.588,40.5,4708.812,NA,574.3,NA,695.835,104.049,NA,1.06,1.031,363.081,NA,64.269,NA,2033.178,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,650,0,650,0,"mainland",0,0,"Afrotropical",3,7.178799696,1.00389116623691
"hipposidCurtus","","","","Hipposideros curtus","Hipposideros","curtus","","mammal","Chiroptera","Hipposideridae",13.21,0.618,73.632,44.49,5215.02,NA,597.799,NA,734.524,113.247,NA,1.075,1.012,363.137,NA,76.025,NA,2256.439,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,500,0,500,0,"mainland",0,0,"Afrotropical",2,8.746004068,1.12090281761453
"hipposidLamottei","","","","Hipposideros lamottei","Hipposideros","lamottei","","mammal","Chiroptera","Hipposideridae",24.9,0.52,73.313,55.5,5218.599,NA,579.103,NA,716.295,104.973,NA,1.119,1.012,363.328,NA,70.276,NA,2169.519,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,1400,500,900,NA,"mainland",NA,NA,"Afrotropical",3,13.91792531,1.39619934709574
"hipposidMegaloti","","","","Hipposideros megalotis","Hipposideros","megalotis","","mammal","Chiroptera","Hipposideridae",7.2,0.247,62.261,35.99,5464.538,NA,591.356,NA,708.263,105.822,NA,1.078,1.005,364.125,NA,61.335,NA,2216.988,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,2000,0,2000,0,"mainland",1,0,"Afrotropical",2,5.605817908,0.857332496431269
"hipposidCamerune","","","","Hipposideros camerunensis","Hipposideros","camerunensis","","mammal","Chiroptera","Hipposideridae",58.98,0.865,106.788,75,5059.223,NA,672.171,NA,788.079,134.426,NA,1.017,1.012,362.183,NA,98.205,NA,2413.768,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,500,0,500,0,"mainland",0,0,"Afrotropical",1,26.18481589,1.77070476821578
"hipposidFuligino","","","","Hipposideros fuliginosus","Hipposideros","fuliginosus","","mammal","Chiroptera","Hipposideridae",31.11,0.838,82.728,59.99,5309.557,NA,600.902,NA,741.248,112.413,NA,1.099,1.014,363.883,NA,81.817,NA,2272.435,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,500,0,500,0,"mainland",0,0,"Afrotropical",1,16.38499896,1.4929000111087
"hipposidAbae","","","","Hipposideros abae","Hipposideros","abae","","mammal","Chiroptera","Hipposideridae",31.87,0.616,80.325,60.5,5164.406,NA,571.643,NA,712.714,91.24,NA,1.5,1,362.392,NA,69.374,NA,2154.285,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,1000,0,1000,0,"mainland",0,0,"Afrotropical",3,16.67741417,1.50338206347373
"hipposidRuber","","","","Hipposideros ruber","Hipposideros","ruber","","mammal","Chiroptera","Hipposideridae",10.035,0.265,54.99,49.55,5670.861,656.14,581.78,730.5,688.32,106.54,NA,1,1,364.196,2.79,91.32,NA,2223.306,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,2300,0,2300,NA,"mainland",NA,NA,"Afrotropical",2,7.150099501,1.0015173768235
"hipposidBeatus","","","","Hipposideros beatus","Hipposideros","beatus","","mammal","Chiroptera","Hipposideridae",6.7,0.504,67.419,43.5,5442.104,NA,583.935,NA,712.3,109.713,NA,1.083,1.016,363.877,NA,71.802,NA,2199.591,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,500,0,500,0,"mainland",0,0,"Afrotropical",2,5.317778244,0.826074802700826
"hipposidJonesi","","","","Hipposideros jonesi","Hipposideros","jonesi","","mammal","Chiroptera","Hipposideridae",5.49,0.228,55.711,49.5,5771.166,NA,602.91,NA,712.313,99.97,NA,1.017,1.008,364.478,NA,61.85,NA,2281.28,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,1400,0,1400,0,"mainland",0,0,"Afrotropical",5,4.595497892,0.739572344450092
"aselliaTridens","","","","Asellia tridens","Asellia","tridens","","mammal","Chiroptera","Hipposideridae",10,0.24,56,51.33,6218.808,730.5,730.5,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,2725.936,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical, Indomalayan, Palearctic",5,7.131813867,1
"aselliaPatrizii","","","","Asellia patrizii","Asellia","patrizii","","mammal","Chiroptera","Hipposideridae",8.72,0.284,65.106,38.49,5143.201,NA,611.59,NA,704.932,103.39,NA,1.026,1.016,362.934,NA,65.521,NA,2204.977,NA,NA,1,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,NA,0,NA,0,"mainland",1,0,"Afrotropical",3,6.450665644,0.940516484932567
"hipposidCyclops","","","","Hipposideros cyclops","Hipposideros","cyclops","","mammal","Chiroptera","Hipposideridae",32.92,0.763,75.99,64.74,5631.475,NA,655.684,NA,768.083,106.495,NA,1,1,364.239,NA,116.92,NA,2437.351,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,1000,0,1000,0,"mainland",0,0,"Afrotropical",1,17.07836562,1.51745982654023
"cloeotisPercival","","","","Cloeotis percivali","Cloeotis","percivali","","mammal","Chiroptera","Hipposideridae",4.16,0.207,50,34.5,5607.362,NA,590.871,NA,693.111,91.24,NA,0.99,1.036,363.854,NA,63.879,NA,2268.391,NA,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A",1,0,0,0,1,1000,0,1000,0,"mainland",0,0,"Afrotropical",2,3.750019292,0.619093330626743
